Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
59.794139252441894,49.83823893887459,1.6478234891252015,20.870007767570655,12.24506007473568,41.37761828816223,62.03331148509731,40.84365487671591,-4.843799756853213,5.685366888566936,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
75.0,50.659847013529514,0.5600308824381494,41.88423157875781,34.023837203216026,79.25660844200286,76.33856416576592,206.66803143002105,14.06007874116784,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
62.0,6.885479431723564,3.500201170135869,29.44664264254554,13.151438217973151,62.99501973890689,70.58747645056332,270.3822387599344,4.057993736673463,7.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
75.0,64.76361325790924,0.5433591266631455,31.454058003564615,9.001401096042077,68.68211127506426,63.140043864406955,213.73081476460652,-5.431969444252173,1.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
50.0,55.420912210556,3.6744100257396752,39.08038684912086,11.678020987060137,74.61169023972576,62.05991728356241,204.67136761932085,-9.366179122075463,1.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
85.0,37.77161458127733,4.615782239309852,4.034655716474346,32.356351723069324,52.13244929303641,93.21180849655904,96.84198081577826,1.7308596215155436,7.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
75.0,44.06555274761643,0.7388318908606428,18.136176918025765,37.81041851456051,43.3631967175386,72.85514963212466,261.50598887337225,21.12350581758097,6.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
50.0,76.70996422567768,2.718104326803347,37.73494300980388,9.420847431771923,57.418238339188854,53.71579569179588,189.89795469837304,20.60610628495849,2.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
75.0,6.521023617093562,0.9500538452594568,34.45341482483377,9.83501013445608,80.47386392705907,52.86565232596662,86.1229463663984,1.215773748666768,7.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
85.0,23.019693837419855,2.9097072695904576,23.680039830203164,20.861091013905643,78.10179095216837,68.35401867963807,89.42047869614792,12.01626990739151,3.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
100.0,62.319175551810595,2.9247352724992024,22.41630595649871,7.162452048006953,21.819886273129143,61.29106772673944,22.61948851952616,11.126462848905764,6.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,64.52243106916856,1.7249913300016642,39.24707457045789,38.17893479405741,31.488931192836873,66.30498502948487,75.831666453641,0.397259806410319,6.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
100.0,52.99672888359278,3.5264988700635578,38.36925513880513,6.452202177004988,10.950912707790694,69.30238832786551,27.930909180515243,14.177763270049578,6.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
75.0,74.73938753754207,0.0953144165458864,44.05048455914645,27.74298694075599,27.62289341973861,61.32518277224479,56.3252273928085,9.990199636985103,3.176061926468777,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
62.0,17.890527690443513,3.7065221875647,3.660245685624441,25.222700923617165,32.14887452372518,113.21106541250636,152.25986699080715,-4.306189808549535,5.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
100.0,18.848843442027324,2.414714251795192,47.44796509326113,7.321396396832365,84.30767807010035,62.79550482109619,237.0512986252565,-2.876962686979992,1.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
100.0,58.37615445163145,1.8775223705101527,4.6696670367747615,33.85680931892132,15.359167401010394,56.58027747341746,96.86304815594605,16.972016794308892,3.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,57.819430587681474,2.170471713866323,25.603799331857445,31.9207848743162,66.55433081505481,77.72473780774943,222.66925108491475,34.04479017061414,1.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
85.0,13.3246110441358,1.38201984923984,24.74284750954942,12.388236508175128,52.78624625920918,92.86857199351071,283.9904923578399,35.704863864734804,4.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
85.0,14.503455142567915,2.2408340054324674,37.65992488009884,11.910831368910282,51.14214596336595,99.98660421478364,168.0448614464392,12.24739891359942,3.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
85.0,26.34468459019388,1.9720670095491295,19.951513324304088,17.65021852942759,11.85553123414742,57.08540547671732,216.47155389288085,-2.058775959888321,3.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
12.653948904501569,50.596951312425645,3.4731728239963258,9.860027647642006,27.986543851528875,29.94222930931056,73.7587986463408,211.63468420281276,33.23430131892319,2.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
75.0,42.69140537961698,1.0786355189318966,11.050168940477276,17.585635087197517,71.30305100718603,95.31144685759358,56.54474446768358,19.37429264322314,7.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
62.0,103.81260559148436,3.5254454687342496,16.59138266956989,17.66922822732998,52.796793274706474,89.3517921097638,99.9410054242442,8.330158355627752,3.1001692352509234,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,70.39888221837178,0.5515336215146602,20.75090125342945,20.158307658211903,84.36276676677173,62.147600008641334,240.3347991885124,-7.880884645585255,7.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
45.62653203455355,77.17272373807074,1.4091282763590154,17.573025616919114,11.760498614437916,19.94692587515722,95.09672125231026,152.25986699080715,3.498381005989529,4.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,62.19283345936647,0.5552103642000609,20.452512310927712,19.476994633844892,24.3852455984819,88.82972948026371,277.7232644606139,14.276251340517549,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
62.0,71.91146876524706,2.886555302238684,10.552801035266455,21.332342738358008,86.48761305002787,70.89800745335748,140.09757101710082,-4.764488994806529,7.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
62.0,79.97807283663732,0.9198467271186718,25.603799331857445,27.85794776975846,88.1942695265976,62.30655558591127,295.82448366225185,6.247841392473045,7.545586232503917,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
100.0,5.775919735452496,1.8364567962319551,33.74537926514628,24.985691281650627,25.118016109663355,59.04654073710448,96.33217778289772,37.10118843149111,1.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
50.0,53.81020176075347,0.513006350951944,22.344440296603008,15.791319763690598,52.44295176374061,82.42209464917141,116.73098347986932,-0.0328724734896948,2.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
100.0,38.66237698854864,2.3650578770652744,26.721195372916803,16.315819392880815,68.12187775308132,56.48043704770824,257.88294307386036,29.180536779668387,6.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50.0,56.69330149715174,2.391852378811275,44.995222235265096,32.990022358476075,46.58776207592858,76.38049503488057,140.3114417006873,25.12730864719061,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
85.0,40.161421851143096,2.517973871979124,28.479962126485365,13.37000578755204,35.04453497731117,94.56359194190472,93.99523169765295,13.354387166466346,2.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
62.0,42.51736091943514,0.9297646566647816,39.91263736239426,7.234439776855737,88.94643474449397,63.743344919418114,191.0776829422596,10.333196461649678,4.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
50.0,29.29844560325747,1.8733968578439004,30.979410566232023,37.164698443381525,121.35241370668749,97.05902046746334,296.2236692095064,7.640810712407223,7.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
50.0,67.22515101988213,0.5046012170071925,37.2360143567669,21.014153018823738,38.02384077001244,94.36765550022876,57.59194551494831,12.265243732279334,6.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
85.0,42.69140537961698,2.9168849534044794,17.92601361021918,27.997593159422426,35.80235635820473,95.5617564847798,73.04739192531423,-4.127630920305832,5.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
